,IATA,Latitude,Longitude
3760,HEW,37.893299,23.726101
3761,KIX,34.42729949951172,135.24400329589844
3762,TAG,9.664079666137695,123.85299682617188
3763,JAV,69.2432022095,-51.0570983887
3764,JCH,68.822815547,-51.1734473705
3765,JEG,68.7218017578,-52.7846984863
3766,PMI,39.551700591999996,2.73881006241
3767,DRW,-12.41469955444336,130.87699890136722
3768,URT,9.132599830630001,99.135597229
3769,TKA,62.320499420165994,-150.09399414062
3770,GZM,36.027198999999996,14.2728
3771,HVN,41.26369858,-72.88680267
3772,AVL,35.43619918823242,-82.54180145263672
3773,GSO,36.097801208496094,-79.93730163574219
3774,FSD,43.5820007324,-96.741897583
3775,AYQ,-25.1861,130.975998
3776,MHT,42.93259811401367,-71.43569946289062
3777,APF,26.1525993347,-81.7752990723
3778,RDN,5.765279769897461,103.00700378417969
3779,SDF,38.1744,-85.736
3780,CHO,38.13859939575195,-78.4529037475586
3781,ROA,37.3255004883,-79.975402832
3782,LEX,38.0364990234375,-84.60590362548828
3783,EVV,38.0369987488,-87.53240203860001
3784,ABQ,35.04019927978516,-106.60900115966795
3785,BZN,45.77750015,-111.15299990000001
3786,BIL,45.807701110839844,-108.54299926757812
3787,BTM,45.95479965209961,-112.49700164794922
3788,TVC,44.74140167236328,-85.58219909667969
3789,FRS,16.913799285899998,-89.86640167239997
3790,BHB,44.45000076,-68.36150359999999
3791,RKD,44.06010056,-69.09919739
3792,JAC,43.6072998046875,-110.73799896240234
3793,RFD,42.19540023803711,-89.09719848632812
3794,DME,55.40879821777344,37.90629959106445
3795,SYX,18.30290031433105,109.41200256347656
3796,MFN,-44.673301696777344,167.92300415039062
3797,LJG,26.6800003052,100.24600219700001
3798,GSP,34.895698547399995,-82.2189025879
3799,BMI,40.47710037,-88.91590118
3800,GPT,30.40730094909668,-89.07009887695312
3801,AZO,42.234901428222656,-85.5521011352539
3802,TOL,41.58679962,-83.80780029
3803,FWA,40.97850037,-85.19509888
3804,DEC,39.83459854125977,-88.8656997680664
3805,CID,41.88470077514648,-91.71080017089844
3806,LSE,43.879002,-91.256699
3807,CWA,44.7775993347,-89.6668014526
3808,PIA,40.664199829100006,-89.6932983398
3809,ATW,44.258098602299995,-88.51909637450001
3810,RST,43.90829849243164,-92.5
3811,CMI,40.03919983,-88.27809906
3812,MHK,39.14099884033203,-96.6707992553711
3813,KGC,-35.71390151977539,137.52099609375
3814,HVB,-25.3188991547,152.880004883
3815,DLU,25.649401,100.319
3816,MZV,4.048329830169679,114.80500030517578
3817,SSH,27.977300643899998,34.3950004578
3818,FKL,41.3778991699,-79.8603973389
3819,NBO,-1.31923997402,36.9277992249
3820,SEU,-2.4580600261688232,34.822498321533196
3821,FTE,-50.2803,-72.053101
3822,ARM,-30.5280990601,151.617004395
3823,GJT,39.1223983765,-108.527000427
3824,SGU,37.0363888889,-113.510305556
3825,DWH,30.0618000031,-95.5528030396
3826,S46,28.42970085144043,-96.44439697265624
3827,SRQ,27.39539909362793,-82.55439758300781
3828,BDA,32.363998413085945,-64.67870330810547
3829,VNY,34.209800720215,-118.48999786376999
3830,MLI,41.44850158691406,-90.50749969482422
3831,PFN,30.212099,-85.6828
3832,HIR,-9.4280004501343,160.05499267578
3833,PPT,-17.5536994934,-149.60699462899998
3834,INU,-0.547458,166.919006
3835,FUN,-8.525,179.195999
3836,OVB,55.012599945068,82.650703430176
3837,\N,55.88949966430664,10.613699913024902
3838,XKH,19.450000762939453,103.15799713134766
3839,BIS,46.77270126342773,-100.74600219726562
3840,TEX,37.9538002,-107.90799709999999
3841,INC,38.481899,106.009003
3842,HGN,19.301300048828125,97.97579956054688
3843,RAP,44.0452995300293,-103.05699920654295
3844,CLD,33.12829971,-117.27999879999999
3845,FNT,42.96540069580078,-83.74359893798828
3846,DVO,7.1255202293396,125.64600372314452
3847,FNC,32.697898864746,-16.774499893188
3848,STM,-2.424721956253052,-54.78583145141602
3849,KOS,10.57970047,103.637001038
3850,YOA,64.6988983154,-110.614997864
3851,NPE,-39.465801,176.869995
3852,LEV,-17.7110996246,178.75900268599997
3853,LXA,29.2978000641,90.9119033813
3854,RDD,40.50899887,-122.2929993
3855,EUG,44.12459945678711,-123.21199798583984
3856,IDA,43.51459884643555,-112.0709991455078
3857,MFR,42.37419891357422,-122.8730010986328
3858,KBZ,-42.42499923706055,173.60499572753906
3859,RDM,44.254100799999996,-121.15000149999999
3860,PCN,-41.346099853516,173.95599365233997
3861,WDH,-22.4799,17.4709
3862,YWH,48.4249858939,-123.38886737799999
3863,\N,50.5999984741,-127.583000183
3864,TNA,36.857200622558594,117.21600341796876
3865,CZX,31.919701,119.778999
3866,YBP,28.8005555556,104.545
3867,TJM,57.189601898199996,65.3243026733
3868,CAK,40.916099548339844,-81.44219970703125
3869,HSV,34.637199401855,-86.775100708008
3870,PKB,39.34510040283203,-81.43920135498047
3871,MGM,32.30059814,-86.39399719
3872,TRI,36.47520065307617,-82.40740203857422
3873,PAH,37.06079864501953,-88.7738037109375
3874,JIB,11.547300338745115,43.15950012207031
3875,HAK,19.93490028381348,110.45899963378906
3876,MFA,-7.917478,39.668502000000004
3877,PGA,36.92610168,-111.447998
3878,UII,16.1131,-86.880302
3879,FCA,48.31050109863281,-114.25599670410156
3880,MBS,43.532901763916016,-84.07959747314453
3881,BGM,42.20869827,-75.97979736
3882,BGW,33.262500762900004,44.2346000671
3883,NNT,18.807899475097656,100.78299713134766
3884,ROI,16.11680030822754,103.77400207519531
3885,BFV,15.229499816894533,103.25299835205078
3886,TDX,12.274600029,102.319000244
3887,BLH,33.6192016602,-114.717002869
3888,\N,33.7855987549,42.4412002563
3889,\N,33.33810043335,43.597099304199
3890,\N,33.940200805699995,44.361598968500005
3891,CRK,15.1859998703,120.559997559
3892,SDK,5.900899887084961,118.05899810791016
3893,LXG,20.966999053955078,101.4000015258789
3894,ODY,20.68269920349121,101.99400329589844
3895,SHE,41.63980102539063,123.48300170898438
3896,MNI,16.791400909423828,-62.19329833984375
3897,PSG,56.80170059,-132.9450073
3898,LYA,34.741100311299995,112.38800048799999
3899,XUZ,34.059056,117.555278
3900,MWQ,20.165599822998047,94.94139862060548
3901,KHM,25.988300323486328,95.67440032958984
3902,DLI,11.75,108.36699676513672
3903,VKG,9.95802997234,105.132379532
3904,CAH,9.177667,105.177778
3905,VCL,15.4033002853,108.706001282
3906,TBB,13.0495996475,109.333999634
3907,PYY,19.3719997406,98.43699646
3908,BWK,43.28570175170898,16.67970085144043
3909,NSI,3.722559928894043,11.553299903869627
3910,CKY,9.576889999999999,-13.612
3911,AAH,50.82305526733398,6.186388969421388
3912,FKB,48.7793998718,8.08049964905
3913,SFB,28.7775993347168,-81.23750305175781
3914,JST,40.31610107421875,-78.83390045166016
3915,LUA,27.686899185180664,86.72969818115234
3916,BHP,27.14739990234375,87.05079650878906
3917,LDN,27.25309944152832,86.66999816894531
3918,JMO,28.780426000000002,83.723
3919,NGX,28.641399383544922,84.08920288085938
3920,PPL,27.5177868809,86.58445358280001
3921,RUM,27.30349922180176,86.55039978027344
3922,DNP,28.111099243164066,82.29419708251953
3923,RUK,28.6270008087,82.19499969479999
3924,JUM,29.274200439453125,82.19329833984375
3925,TPJ,27.3509,87.69525
3926,TMI,27.315000534057614,87.19329833984375
3927,SKH,28.586000442504886,81.63600158691406
3928,IMK,29.971099853515625,81.81890106201172
3929,DOP,28.985700607299805,82.81909942626953
3930,BJH,29.53899955749512,81.1854019165039
3931,DHI,28.75329971313477,80.58190155029297
3932,MWX,34.991406,126.382814
3933,JTY,36.5798988342,26.3757991791
3934,JIK,37.6827011108,26.3470993042
3935,JKL,36.963298797600004,26.9405994415
3936,MLO,36.696899414099995,24.4769001007
3937,JNX,37.0811004639,25.3680992126
3938,PAS,37.020495000000004,25.113195
3939,KZS,36.1417007446,29.5764007568
3940,RMF,25.557100295999998,34.5836982727
3941,NRN,51.6024017334,6.14216995239
3942,USU,12.1215000153,120.099998474
3943,BXU,8.9515,125.4788
3944,DPL,8.60198349877,123.34187507600001
3945,LAO,18.1781005859375,120.53199768066406
3946,LGP,13.1575,123.735
3947,OZC,8.178509712219237,123.84200286865234
3948,CEB,10.307499885559,123.97899627686
3949,NOE,53.6330566406,7.190278053280001
3950,JUI,53.68111038208008,7.055832862854004
3951,BPS,-16.438600540161133,-39.08089828491211
3952,\N,-6.346640110015869,-39.293800354003906
3953,PMW,-10.2915000916,-48.3569984436
3954,CLV,-17.725299835205,-48.607498168945
3955,MSO,46.91630173,-114.0910034
3956,BKQ,-24.427799224900003,145.429000854
3957,BDB,-24.9039001465,152.319000244
3958,GCN,35.95240020751953,-112.14700317382812
3959,SGR,29.622299194335998,-95.65650177001999
3960,HIS,-20.0599,148.8834
3961,APA,39.57009888,-104.84899899999999
3962,CVN,34.4250984192,-103.07900238
3963,FST,30.9157009125,-102.916000366
3964,LVS,35.6542015076,-105.14199829100001
3965,IWS,29.8181991577,-95.6725997925
3966,LHX,38.04970169,-103.5090027
3967,LRU,32.28939819335937,-106.9219970703125
3968,BKD,32.71900177,-98.8909988403
3969,TPL,31.15250015258789,-97.40779876708984
3970,OZA,30.735300064087,-101.20300292969
3971,KDM,0.4881309866905213,72.99690246582031
3972,LAK,68.223297,-135.00599
3973,YWJ,65.21109771728516,-123.43599700927734
3974,ZFN,64.90969848632811,-125.572998046875
3975,YGH,66.24079895019531,-128.6510009765625
3976,TAH,-19.45509910583496,169.2239990234375
3977,YPC,69.3608381154,-124.075469971
3978,SRZ,-17.8115997314,-63.1715011597
3979,SAB,17.645000457763672,-63.22000122070313
3980,EGE,39.64260101,-106.9179993
3981,SKN,68.578826904297,15.033416748047
3982,CGF,41.5651016235,-81.4863967896
3983,MFD,40.82139968869999,-82.5166015625
3984,CSG,32.516300201416016,-84.93890380859375
3985,LAW,34.5676994324,-98.4166030884
3986,FNL,40.4518013,-105.01100158700001
3987,FLG,35.13850021,-111.6709976
3988,TVL,38.89390182495117,-119.99500274658205
3989,TWF,42.48180008,-114.487999
3990,MVY,41.393100738499996,-70.6143035889
3991,CON,43.20270157,-71.50229645
3992,GON,41.3301010131836,-72.04509735107422
3993,STC,45.54660034179688,-94.05989837646484
3994,BPE,39.666389,119.058889
3995,GTR,33.450298309299995,-88.59140014649999
3996,GOJ,56.23009872436499,43.784000396729
3997,HQM,46.9711990356,-123.93699646
3998,ERI,42.0831270134,-80.1738667488
3999,HYA,41.66930008,-70.28040314
4000,SDX,34.848598480225,-111.78800201416
4001,MGW,39.64289856,-79.91629791
4002,CRW,38.37310028076172,-81.59320068359375
4003,AVP,41.338500976599995,-75.72339630130001
4004,BJI,47.50939941,-94.93370056
4005,THG,-24.493900299072266,150.5760040283203
4006,FGI,-13.8486995697,-171.74000549299998
4007,BNK,-28.8339004517,153.56199646
4008,FAR,46.92070007324219,-96.81580352783205
4009,MKC,39.12319946289063,-94.5927963256836
4010,RBE,13.729999542236328,106.98699951171876
4011,GCC,44.3488998413,-105.539001465
4012,TOF,56.380298614502,85.208297729492
4013,PHY,16.6760005951,101.194999695
4014,CJM,10.711199760437012,99.36170196533205
4015,JZH,32.8533333333,103.68222222200001
4016,SWA,23.552,116.5033
4017,\N,49.0463981628418,2.353060007095337
4018,GEO,6.498549938201903,-58.25410079956055
4019,AGT,-25.454516,-54.842681999999996
4020,OGL,6.80628013611,-58.1058998108
4021,KAI,5.17275476456,-59.491481781000005
4022,DNH,40.16109848022461,94.80919647216795
4023,AOI,43.616299,13.3623
4024,CPO,-27.296899795500003,-70.4131011963
4025,TCP,29.5877990723,34.778099060100004
4026,LYB,19.66699981689453,-80.0999984741211
4027,BJV,37.25059890749999,27.664300918600002
4028,TBJ,36.97999954223633,8.87693977355957
4029,SAW,40.898601532,29.3092002869
4030,SCE,40.8493003845,-77.84870147710002
4031,BME,-17.944700241088867,122.23200225830078
4032,NTL,-32.794998168945305,151.83399963378906
4033,\N,63.55609893798828,-20.137500762939453
4034,KLU,46.642502,14.3377
4035,HFT,70.67970275878899,23.668600082397
4036,HVG,71.009696960449,25.983600616455004
4037,MEH,71.02970123291,27.826700210570998
4038,VDS,70.065299987793,29.844699859619002
4039,IKA,35.416099548339844,51.152198791503906
4040,MHD,36.235198974609375,59.64099884033203
4041,UIK,58.13610076904297,102.56500244140624
4042,MEI,32.33259963989258,-88.75189971923828
4043,SPI,39.84410095,-89.67790222
4044,CEZ,37.3030014038,-108.627998352
4045,HDN,40.48120117,-107.21800230000001
4046,GUP,35.511100769,-108.789001465
4047,LBL,37.04420089999999,-100.95999909999999
4048,LAA,38.069698333699996,-102.68800354
4049,GLD,39.37060165,-101.6989975
4050,COD,44.520198822,-109.024002075
4051,HOV,62.180000305176,6.074100017547599
4052,ISC,49.91329956054688,-6.291669845581055
4053,SGF,37.24570084,-93.38860321
4054,NVK,68.436897277832,17.386699676514002
4055,BVG,70.87139892578101,29.034200668335
4056,FBU,59.89580154418945,10.617199897766113
4057,NSK,69.31109619140625,87.33219909667969
4058,AAQ,45.002101898193,37.347301483154
4059,JLN,37.151798248291016,-94.49829864501952
4060,ABE,40.652099609375,-75.44080352783203
4061,XNA,36.281898,-94.30680100000001
4062,GUW,47.12189865112305,51.8213996887207
4063,KZO,44.70690155029297,65.59249877929689
4064,SBN,41.70869827270508,-86.31729888916016
4065,BKA,55.6171989441,38.0600013733
4066,ARH,64.60030364990234,40.71670150756836
4067,RTW,51.56499862670898,46.04669952392578
4068,NUX,66.06939697265625,76.52030181884766
4069,NOJ,63.18330001831055,75.2699966430664
4070,SCO,43.86009979248047,51.09199905395508
4071,UCT,63.56689834594727,53.8046989440918
4072,USK,66.00469970703125,57.3671989440918
4073,PEX,65.12110137939453,57.13079833984375
4074,NNM,67.63999938964844,53.12189865112305
4075,PKV,57.78390121459961,28.39559936523437
4076,KGP,62.19039916992188,74.53379821777344
4077,KJA,56.172901153564,92.493301391602
4078,KGF,49.670799255371094,73.33439636230469
4079,\N,55.09170150756836,82.90670013427734
4080,URJ,60.10329818725586,64.82669830322266
4081,IWA,56.93939971923828,40.94079971313477
4082,CGQ,43.9962005615,125.684997559
4083,KIJ,37.955898284899995,139.121002197
4084,JON,16.7285995483,-169.53399658200001
4085,SMD,41.14339828,-85.15280151
4086,ACV,40.97809982299805,-124.10900115966795
4087,OAJ,34.8292007446,-77.61209869380002
4088,TCL,33.220600128174,-87.611396789551
4089,DBQ,42.40200043,-90.70950317
4090,\N,22.289371490500002,114.152153015
4091,ATD,-8.873330000000001,161.011002
4092,AKS,-8.70256996155,160.682006836
4093,BAS,-6.9907449999999995,155.88665600000002
4094,FRE,-8.1075,159.576996
4095,MBU,-9.7475004196167,159.83900451660156
4096,IRA,-10.4497003555,161.897994995
4097,SCZ,-10.72029972076416,165.7949981689453
4098,MUA,-8.327969551086426,157.26300048828125
4099,GZO,-8.09778022766,156.863998413
4100,MNY,-7.416940212249756,155.56500244140625
4101,RNL,-11.533900260925293,160.06300354003906
4102,RUS,-9.86166954041,160.824996948
4103,VAO,-7.585559844970702,158.7310028076172
4104,KGE,-7.3305,157.585
4105,RBV,-8.168060302734375,157.64300537109375
4106,BUA,-5.422319889068604,154.67300415039062
4107,CMU,-6.024290084838867,144.9709930419922
4108,DAU,-9.086759567260001,143.207992554
4109,GUR,-10.311499595599999,150.333999634
4110,PNP,-8.80453968048,148.309005737
4111,HKN,-5.462170124053955,150.40499877929688
4112,UNG,-6.1257100105285645,141.28199768066406
4113,KRI,-7.424379825592041,144.2500762939453
4114,KMA,-7.96361017227,145.770996094
4115,KVG,-2.57940006256,150.807998657
4116,MDU,-6.14774,143.656998
4117,MAS,-2.06189,147.423996
4118,MXH,-6.36332988739,143.238006592
4119,MIS,-10.6892004013,152.837997437
4120,TIZ,-5.84499979019,142.947998047
4121,TBG,-5.278610229492188,141.2259979248047
4122,RAB,-4.34045982361,152.380004883
4123,VAI,-2.6926,141.3028
4124,WBM,-5.64330005645752,143.89500427246094
4125,LLU,60.46445,-45.56917
4126,CNP,70.7431030273,-22.650499343899998
4127,JFR,61.9921989441,-49.6624984741
4128,JGO,69.251181993,-53.5148763657
4129,JJU,60.715684155299996,-46.0299186409
4130,JSU,65.4124984741,-52.939399719200004
4131,JNN,60.1418839759,-45.232976675
4132,JNS,60.9172827256,-46.059923172
4133,NAQ,77.4886016846,-69.3887023926
4134,JHS,66.9513015747,-53.729301452600005
4135,JUV,72.79019927979999,-56.130599975600006
4136,JQA,70.7341995239,-52.696201324499995
4137,GRY,66.5458,-18.0173
4138,THO,66.21849822998047,-15.335599899291992
4139,VPN,65.72059631347656,-14.850600242614744
4140,YWS,50.1436004639,-122.948997498
4141,YAA,52.45249938964844,-125.3030014038086
4142,YWM,52.56689834594727,-55.78469848632813
4143,YFX,52.37279891967773,-55.67390060424805
4144,YHA,52.528099060058594,-56.28609848022461
4145,YRG,54.1796989440918,-58.45750045776367
4146,YCK,67.0392,-126.08
4147,YLE,63.13169860839844,-117.24600219726562
4148,SUR,52.70859909057617,-88.54190063476562
4149,YAX,53.84920120239258,-89.57939910888672
4150,WNN,52.89390182495117,-89.28919982910156
4151,YNO,52.4900016784668,-92.97109985351562
4152,XBE,53.965599060058594,-91.0271987915039
4153,KIF,53.01250076293945,-89.85530090332031
4154,YOG,51.65859985350001,-85.9017028809
4155,YHP,52.11330032348633,-94.25559997558594
4156,YKU,53.80559921264648,-78.91690063476562
4157,ZTB,50.674400329589844,-59.38359832763672
4158,ZLT,50.8307991027832,-58.97560119628906
4159,YAC,51.72719955444336,-91.82440185546876
4160,YAG,48.65420150756836,-93.439697265625
4161,XKS,53.52470016479492,-88.6427993774414
4162,YKG,60.027198791503906,-69.99919891357422
4163,YAT,52.9275016784668,-82.43190002441406
4164,\N,50.2943992615,-96.01000213620001
4165,YBE,59.5614013671875,-108.4810028076172
4166,YBX,51.4435997009,-57.1852989197
4167,YRF,53.68280029296875,-57.04190063476562
4168,YCS,63.346900939899996,-90.7311019897
4169,YDP,56.54919815063477,-61.68030166625977
4170,YER,56.01890182495117,-87.67610168457031
4171,YFA,52.20140075683594,-81.6968994140625
4172,YFH,51.5619010925293,-87.90779876708984
4173,YMN,55.07690048217773,-59.1864013671875
4174,YGB,49.69419860839844,-124.51799774169922
4175,YGO,54.55889892578125,-94.49140167236328
4176,YGT,69.3647003174,-81.8161010742
4177,YGW,55.281898498535156,-77.76529693603516
4178,YGX,56.35749816894531,-94.71060180664062
4179,YGZ,76.4261016846,-82.90920257570002
4180,YQC,61.0463981628418,-69.6177978515625
4181,CXH,49.2943992615,-123.111000061
4182,YNS,51.69110107421875,-76.1355972290039
4183,YHO,55.44829940795898,-60.228599548339844
4184,YHR,50.46889877319336,-59.63669967651367
4185,YIK,62.41730117797852,-77.92530059814453
4186,YIV,53.857200622558594,-94.65360260009766
4187,AKV,60.81859970092773,-78.14859771728516
4188,YKQ,51.47330093383789,-78.75830078125
4189,YPJ,59.29669952392578,-69.59970092773439
4190,YLC,62.8499984741,-69.88330078119999
4191,YLH,52.19559860229492,-87.93419647216797
4192,YSG,46.09640121459999,-70.7146987915
4193,XGR,58.71139907836914,-65.9927978515625
4194,YMH,52.30279922485352,-55.84719848632813
4195,YMT,49.77190017700195,-74.5280990600586
4196,YUD,56.53609848022461,-76.51830291748047
4197,YNC,53.01060104370117,-78.83110046386719
4198,YNE,53.95830154418945,-97.84420013427734
4199,YNL,58.27669906616211,-104.08200073242188
4200,YOH,54.93330001831055,-95.27890014648438
4201,YPH,58.471900939941406,-78.07689666748047
4202,YPM,51.81969833374024,-93.97329711914062
4203,YPO,54.98809814453125,-85.44329833984375
4204,YPW,49.83420181274414,-124.5
4205,YQD,53.97140121459961,-101.09100341796876
4206,YQN,50.18280029296875,-86.69640350341797
4207,YRA,64.11609649658203,-117.30999755859376
4208,YRL,51.06689834594727,-93.79309844970705
4209,YSF,59.25030136108398,-105.84100341796876
4210,YSK,56.537799835200005,-79.2466964722
4211,YST,53.84560012817383,-94.85189819335938
4212,YTL,53.81779861450195,-89.89689636230469
4213,YVZ,52.655799865722656,-94.0614013671875
4214,YWP,52.9593933975,-87.37486839290001
4215,YXN,62.24000167849999,-92.5980987549
4216,YZG,62.17940139770508,-75.66719818115234
4217,ZAC,56.08940124511719,-96.08920288085938
4218,ILF,56.061401367200006,-95.613899231
4219,ZBF,47.629699707,-65.738899231
4220,ZEM,52.22639846801758,-78.52249908447266
4221,ZFD,59.33440017700195,-107.18199920654295
4222,ZGI,54.839698791503906,-94.07859802246094
4223,ZJN,52.12060165405274,-101.23600006103516
4224,ZKE,52.28250122070313,-81.67780303955078
4225,MSA,53.44139862060547,-91.76280212402344
4226,ZMT,54.02750015258789,-132.125
4227,ZPB,53.8911018371582,-92.19640350341795
4228,ZRJ,52.94359970092773,-91.31279754638672
4229,ZSJ,53.06420135498047,-93.34439849853516
4230,ZTM,55.8656005859375,-92.0813980102539
4231,ZUM,53.5619010925293,-64.10639953613281
4232,ZWL,58.10689926147461,-103.1719970703125
4233,BLJ,35.7521018982,6.308589935300001
4234,CBH,31.645700454711914,-2.269860029220581
4235,BMW,21.375,0.923888981342
4236,ELU,33.5113983154,6.776790142059999
4237,KMS,6.714560031890869,-1.5908199548721311
4238,HDF,53.8787002563,14.152299881
4239,HEI,54.1533317566,8.90166664124
4240,HGL,54.1852798462,7.91583299637
4241,SJY,62.692100524902344,22.83230018615723
4242,NQT,52.91999816894531,-1.079169988632202
4243,DSA,53.4805378105,-1.01065635681
4244,CAL,55.43719863891602,-5.686389923095702
4245,EOI,59.19060134887695,-2.7722198963165283
4246,FIE,59.53580093383789,-1.628059983253479
4247,NRL,59.367500305200004,-2.43443989754
4248,PPW,59.351699829100006,-2.9002799987800003
4249,SOY,59.1553001404,-2.6413900852200003
4250,NDY,59.25030136108398,-2.576669931411743
4251,LWK,60.192199707,-1.24361002445
4252,WRY,59.350299835200005,-2.95000004768
4253,LEQ,50.10279846191406,-5.670559883117676
4254,PZE,50.128101,-5.51845
4255,VLY,53.248100280799996,-4.53533983231
4256,BRR,57.02280044555664,-7.4430599212646475
4257,CFN,55.0442008972168,-8.340999603271483
4258,\N,53.352199554399995,-6.48611021042
4259,CNL,57.5035018921,10.2293996811
4260,LKN,68.152496337891,13.609399795532
4261,OSY,64.472198486328,11.57859992981
4262,MQN,66.363899230957,14.301400184631
4263,RVK,64.838302612305,11.14610004425
4264,RET,67.527801513672,12.103300094604002
4265,SDN,61.830001831055,6.1058301925659
4266,SOG,61.156101,7.13778
4267,SVJ,68.243301391602,14.669199943541999
4268,SOJ,69.786796569824,20.959400177002
4269,VAW,70.355400085449,31.044900894165
4270,VRY,67.654555,12.727257
4271,BZG,53.096801757799994,17.9776992798
4272,LCJ,51.721900939899996,19.3980998993
4273,OSD,63.194400787354,14.500300407410002
4274,HFS,60.02009963989258,13.578900337219238
4275,KSD,59.444698333699996,13.337400436400001
4276,TYF,60.1576004028,12.991299629199998
4277,AGH,56.29610061645508,12.847100257873535
4278,SQO,64.96089935302734,17.69659996032715
4279,HMV,65.80609893798828,15.082799911499025
4280,VTS,57.35779953,21.5442008972
4281,QRA,-26.2425003052,28.151199340799998
4282,MQP,-25.383199691799998,31.105600357100002
4283,AAM,-24.818099975585934,31.54459953308105
4284,MBD,-25.798400878900004,25.548000335700003
4285,GNZ,-21.6924991607666,21.658100128173828
4286,ORP,-21.266700744628906,25.31669998168945
4287,SWX,-18.373899459838867,21.832599639892575
4288,TLD,-22.189199447600004,29.1268997192
4289,DIS,-4.20635,12.6599
4290,CIP,-13.558300018310547,32.58720016479492
4291,SLI,33.79000092,-118.052002
4292,YVA,-11.710800170899999,43.2439002991
4293,WAQ,-18.7012732424,44.614920616099994
4294,JVA,-18.8050095209,45.2734673023
4295,BMD,-19.6867008209,44.541900634799994
4296,MXT,-18.049999237060547,44.03300094604492
4297,TVA,-17.850083459,44.92046713830001
4298,WTA,-17.47610092163086,43.972801208496094
4299,WTS,-18.759676556400002,46.0540652275
4300,WAM,-17.795377608499997,48.4425830841
4301,WPB,-15.5842864741,47.623586654700006
4302,\N,-13.645705,48.459427000000005
4303,DWB,-16.1016904207,45.3588366508
4304,WMP,-16.0722693402,47.644164562200004
4305,TTS,28.614999771118164,-80.69450378417969
4306,WMA,-15.833049408599999,48.833284378100004
4307,MJA,-21.4261052506,44.31650877
4308,CBT,-12.4792,13.4869
4309,DUE,-7.400889873504639,20.818500518798828
4310,VPE,-17.0435009003,15.683799743700002
4311,MSZ,-15.261199951171875,12.14680004119873
4312,KOU,-1.1846100091933998,12.441300392151
4313,MJL,-1.8451399803161619,11.056699752807617
4314,TCH,-2.8499999046325684,11.017000198364258
4315,VPY,-19.15130043029785,33.429000854492195
4316,SRH,9.144439697265623,18.374399185180664
4317,CMK,-14.306900024414062,35.13249969482422
4318,LUD,-26.68740081787109,15.242899894714355
4319,OND,-17.878201,15.9526
4320,OMD,-28.584699630737305,16.446699142456055
4321,SWP,-22.66189956665,14.568099975586
4322,ERS,-22.612199783325195,17.080400466918945
4323,BOA,-5.8540000915527335,13.064000129699707
4324,MAT,-5.799610137939452,13.440400123596193
4325,INO,-1.9472199678421018,18.28580093383789
4326,NIO,-2.7174999713897705,17.68470001220703
4327,KRZ,-1.434999942779541,19.02400016784668
4328,BSU,1.2247200012207031,19.78890037536621
4329,TSH,-6.4383301734924325,20.794700622558594
4330,LJA,-3.4170000553131104,23.45000076293945
4331,PFR,-4.329919,20.590124
4332,GMZ,28.029600143432614,-17.214599609375
4333,BTE,7.5324201583862305,-12.518899917602539
4334,KBS,7.944399833679199,-11.76099967956543
4335,KEN,7.8912901878356925,-11.176600456237793
4336,OXB,11.894800186157227,-15.65369987487793
4337,SMW,26.7318,-11.6847
4338,VIL,23.7183,-15.932
4339,ESU,31.397499084499998,-9.6816701889
4340,EUN,27.151699,-13.2192
4341,NDR,34.988800048799995,-3.0282099247000005
4342,RAI,14.924500465393065,-23.49349975585937
4343,SFL,14.885000228900001,-24.479999542199998
4344,BCO,5.78287,36.562
4345,BEI,9.38638973236084,34.521900177001946
4346,DSE,11.082500457763672,39.71139907836914
4347,DEM,8.553999900817871,34.85800170898437
4348,GDE,5.935130119319999,43.578601837200004
4349,GOR,8.1614,35.5529
4350,ABK,6.734000205993652,44.25299835205078
4351,MTF,6.9571,35.5547
4352,TIE,7.2024,35.415
4353,ALU,11.9582,50.748000000000005
4354,BSA,11.27530002593994,49.14939880371094
4355,MGQ,2.014440059661865,45.3046989440918
4356,GLK,6.78082990646,47.45470047
4357,BUO,9.5275,45.5549
4358,AAC,31.073299408,33.8358001709
4359,ATZ,27.0464992523,31.0119991302
4360,ASV,-2.645050048828125,37.25310134887695
4361,LKG,4.20412015914917,34.348201751708984
4362,MYD,-3.2293100357055664,40.10169982910156
4363,NYK,-0.062398899346590035,37.04100799560547
4364,SRX,31.0634994507,16.5949993134
4365,TOB,31.861,23.906999999999996
4366,MJI,32.894100189208984,13.276000022888185
4367,LAQ,32.78870010375977,21.96430015563965
4368,ATB,17.710344314575195,34.057018280029304
4369,UYL,12.053500175476074,24.95619964599609
4370,PZU,19.4335994720459,37.23410034179688
4371,BKZ,-1.3319999999999999,31.8212
4372,TKQ,-4.8862,29.6709
4373,LDI,-9.851110458374023,39.7578010559082
4374,MUZ,-1.5030000000000001,33.8021
4375,SHY,-3.6093,33.5035
4376,TBO,-5.076389789581299,32.833301544189446
4377,RUA,3.0499999523162837,30.91699981689453
4378,ULU,2.805560111999512,32.271800994873054
4379,DIU,20.71310043334961,70.92109680175781
4380,ABR,45.44910049438477,-98.42179870605469
4381,ABY,31.535499572753906,-84.19450378417969
4382,AHN,33.94860076904297,-83.32630157470703
4383,ALM,32.839900970500004,-105.990997314
4384,ALO,42.55709838867188,-92.40029907226562
4385,ALW,46.09489822,-118.288002
